record_id_ref,rank,artist,thumbnail,subscribers,video_views,video_count,published_date,creation_timestamp,estimated_earnings
reci6xgJi7nCgoOoZ,1,Sat-B,cK8VmGVSsDxab8Kf6oFd9YxCtiNHgr612NqqQzxuAtHcBZSCIHTcAdToyNAjC-UJTgZpVkiVMA=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/mo4NvZRk7RFzc3GEnYvstg/GM7PD2db7vafmK0XBQtw-6gB0DUSLjnyE7uXmx6BPtY9IRGZ6trYQwk_EE-YyNYMJmMW7mrpGWmnrdd38EVdNifIQpthAHB6J0jySrM169Zar95iYRO80QLkku4djSJGoxJPm4S2uaLV-mbzeh0flgB0-dE3AnEgewVo1ubrS1Roe9Sb7zx_r9xLXg80wNi-y-AxHCm_CHA379jPoFD1Bw/RYSC8C8RFhfvXKpw2TsShEYTZALjSnqkQupmHgYkYA0),216000,18942612,112,2014-09-24,2023-08-07 1:24am,$1 - $23
rec2302UmBXfvLqoK,2,Big Fizzo Official,TOvNpl0id1EG5kwqnifqVdMJL57s5gWfVVafm5a9y4MfRYpDZ8p_6MOoRPXmjQk3uY1ur2lk=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/MxEFEMdNrjr8sId41IRzHQ/FoY_ouEYnk9s8t0eMZja0cG0xAxCb1O3JhqnHh4d0s-4YNmJjhidpUEMtIME7Ju-SJaJJs1jQG-W_AtoFl3BVCIWUSEWDkcI94fnDcuH7FYRbMDJoKHCuiV7XjJp6VHD8SoV2KZHoSEOItM8cWDm912NtSdwMyy8hs_IA56dvCeEAGSzXfzgfPzxCZldzpmwhYJWA3vf1xLJIPUT32GTKw/-7zCe0vjmNWjdOlbrAcdp3M52I5HCqVWyxfvcL27Ti4),130000,7245938,95,2016-04-08,2023-08-07 1:24am,$1 - $11
receUJJDmBtTm9AJE,3,Kidum Kibido,kpSZcSzV8oRD7dllWslUJSQ_ij77NuVxSBRwjhJGEaW8Zdc-AVZemqQlHCDlRQHduXhjmsWS=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/wYZOShfBRNysdEQ6CXpCtA/lOktXXDe6dmXuvSw7BOoAv7iNN-pkBUybYCoWhiiXsc045QgpCe817wtkC-CAf-d4swGc4SyJwAemPWNZFL-26enqy7B8reyBmZ7RT8m--u7POST_NTNvMUS9Ict_onJot07y0LpTPhpz1Lcpfgz6LhtHHjQmq-NTfFlhLhFU7V6kU9X75r7a31cahCGC68vJKXbs_m8fYE_FUukh0gkzw/5U3bzPna3sJ5ySqLd4guuRkCcf2taXbFWFw6Rrx_wwI),116000,16842689,151,2015-04-17,2023-08-07 1:24am,$1 - $22
recVNjblpokl9Akdu,4,Drama T,R89mDdfSR9xrK671hGHgMETPGhAolcHVJWED_JL3a7hVTXAELXVwyOchebU4IPHZnKr7tvzE=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/qI_3tRwSFxLdabVUoooURw/Fn6A-HZxsnr_9DMuaZtbF6vS4EmtyBj4-cUZRkTHwaqtGrAZ9CmNFGtzaVIB6bjY0EOjFPuiR-7sxsZxecdqPofUL1NT5j5Jgeem_V5GAb-9-qmqZuquPocKxtRgNaahGL3iXMD6gcoyAzvWLbTI6V5uyjdz2tdVAuk0kUIJHaX6UM9l3-KviMOOHV5RmIvWCxJapMVubICmLp8ewZbFeg/pPhxga78GfLiHH9leZMYdi-p6QPHHhSbUsmqX6_pREc),115000,8818022,7,2015-10-04,2023-08-07 1:24am,$1 - $12
reco6g3OiJa002d96,5,Kirikou A-kili,JlVE9ndiIQ9slIbZPdTpGiW5sD6TMwH2bGjHZl6X8LHTmCuglL11pBgAYxJJmked7gDzNjw1ng=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/0gMUnWDWrPTG9azMLcqDvg/GOiIzsWS-vSgD4YG2XPfYCOvOK2X792N14FFA84BCAxVXHoNilh7P_W5b7mDZ8TZkM4Jo_c82NQm7u0wbgPO6UhrlMSqWcTX0ga4u_tMk_4x0cExllw4LFdLlMEP6iURLLsImdw5rsAMW1iqekXqmLA8KBPvG5UHy1fpuhLw3Eg480F8mpwmYf3ILraCpD-47iL3IWY_1tNi-VedDMqBIQ/PI7Her9OGX9yxGUL2rPIF839pkkeSOBJv0134wQz-vM),111000,5298235,14,2018-07-11,2023-08-07 1:24am,$1 - $11
rech1wytfcPm4mcdF,6,Double Jay OnceAgain,YjsHOzqy-UyGJX4LErMsJTEzqg0smKCcu5ODa7ybMJbzURNxlLmAe4AbnCd0086Gh_pVQ_0YJg=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/m9IzzZS35QZQ6kiQ73KdTw/qPoPz4Fy-OKz8fmFrYCLamuHXzEOPq2n8HToRbySfdpF9nmO-0hsBgU5acQNJ4qo31u4qBVHYgm08dehViTQnR0QpgXyQdNa5PSu3pvHO5AuqJIWc92ECKhkwxkJrUj11DGJ1_VRxQLR8PMBrszwS8KAQk0A8UQOjmr92uIbGVzkz1cy_62kCe3lLwAxU4wU6VKEj9h4tviac-E6IIn4Fg/A__legj8z2oxRDBm4YTzGOXh67-kGNMI2jSsmiJNJQM),106000,7085317,18,2018-01-11,2023-08-07 1:24am,$1 - $14
recJs47RzJ0MTG2FD,7,B-Face Official,AOPolaROZVRthZtiKt1_c70KNEdinpiZoRjPvWjjsGtLUg=s88-c-k-c0x00ffffff-no-rj-mo (https://v5.airtableusercontent.com/v1/19/19/1691496000000/ag_8nx6RrwUEEn7M1To86w/CsWnQ_CzoXm4mrTfx7kxGIuTkjGMn5GO-8Z2-xRZYmIEHfSPel4HFVfilECHvxy-myi1iSq_57erWl22dBrBSPDCc-07qBT82hRGQ0Z4P6AAUNzohKGi0xY-vy_pnbyLrWJfrOscVwIbjtlVsJtrwWFdtTK6U4WL6ttcZJA2c0he_9QS7pQh7zqpY6lkVjKW/dErTziCrKg0jy1xuRUosyOix18DAqP4CJpPIz4fn9S8),96000,5551178,182,2016-09-19,2023-08-07 1:24am,$1 - $9
recVXa7CH7ocBbh5R,8,D-ONE,GtR-XjaCXAd2JhaWOqGnO3pZeb7-puP0vgjhfyR7sHHEsX8pYzP8f4qp5kMVPqL-RTXTyY31Pw=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/vn9EenmCtrzdIewwT6cdxQ/jGTogUflVAGR8YqdusSBb-_KN4gE4ewguNS5MDyYlet_EOH6-WKBzZkLG55awGMXrERzS0p1dyx1elIDFZ3sVtWtMC4nANKXtGzrNug8tXbZTFT4tsp2S5KCUpwnloY3y_djBqqfMtZz544Px72ioUAmQ__8MMA1cCpgpjeQXgiuqayA-SlBwv_uXuTgpJBVOaHRbJ2o7gdJOYPOvBnUow/5CKYLoM783NLREG9GvMjqHtLEixRoojZY7Af77D3UQ0),86900,6186119,23,2021-04-16,2023-08-07 1:24am,$2 - $29
recH1pIkff4VcmlOr,9,Alvin Smith Official,sm9w3Z4sCb65aTB4rCp0o1nS9U0RrQBQKNOVYfU9af56pehWPesVQG3nVRtRK5DXJTyq9BVnyQ=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/12aV84U6MJCEriuDTedkaA/3b9p5yHMHPusITDA9jRXBF3EgEaWJ9xh379pdBEGaqe3chqesXS767xNId4S5ruhicgUjpJqbmoDazCNUX22hwY2GhrMkbK9_bsrtHRx2i0A1GMymWLk9h6Qjog5xX81ZpQHqlJH_7iY-KRWG7wxNAdnvERlY8gtnZAblwUeuRaS1wTiNqtMPULV_1GmUakwth_1bvAIi1MLbXgzzbzKKw/N-PF_xz0ZVhwZjtT-5po8kMgkbk1RhDLdmc9Em0bJLg),86700,5916451,200,2013-04-26,2023-08-07 1:25am,$0 - $6
recydDLeeK6zQhQTD,10,Natacha Burundi,AOPolaT2JoB0LTqJ9n_7c5nqelNSrCvAHvcj8kIFIqiDcg=s88-c-k-c0x00ffffff-no-rj-mo (https://v5.airtableusercontent.com/v1/19/19/1691496000000/SSSq9aSTHELEtV3qZBrP4Q/jv1kifOOd8pOys99yKch6JbuC1ZHq2KEHPn80GpOhhqvM7HI54hNif5llnxSuW_ZbBlT7wXqWG6yW0BROSUdPExg05ohy1lV8hlQ4FpxYyEuKGT5fJZJfPnGF9Dy1g1OQrkDrTXnH9FF0iw2pysSrkBMhI-NOewiFHNNemb-x1KMxDrZDUbRD3f-oKT8ZHDv/bDrmnQ07fzX0X7xj2BibU2V5iWcBa42s4RA9rQ9iIn4),63600,5490477,93,2015-04-22,2023-08-07 1:25am,$0 - $7
recX1UrXvRkCgBKz8,11,Ado Josan,AOPolaQZbBjQ7jP_bmQHYL1uaMNQFIHAtPT-MfUz0OqLOw=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/v0X_mZzEiR_61sxVa2UUEQ/6f5Nomz7tj5HG41T3HSvtP9hwRvsr7xF6M_HmOcIrXubI4togEQSVok-bGO_NYAR5zk2upQ3COxXFAdCWeJwPSWGeAiSPVCBsXz2TorMVORqJcKKhIjmlrhRA974EAPBYeXZfKh9mB1rKvu0F-ua35NnWGaeLPpV0nsaVBnQUfU/DuGeK7ACQzO0rquYPMIFOXTwEHImEkIyu7Bp0-nA1VM),58300,5143102,21,2014-02-15,2023-08-07 1:25am,$0 - $6
recRXEAslto69T1sS,12,MB DATA Boy,AOPolaRZ-EC3n_iWKy5tyDCDfC7ynYx_uGv7UK8ojCEO=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/EfpD-HXlx8jijGm-5BIH1Q/Xj5xeqWGA5n9f1_s8aLc_J0-YulQJMyVS3fO6IkcxjFMSYs2SqLjmjZezD4z69KRE69bO8emYZgFsKmowmMy07o4eP2AU52SPl-jVULxfvF_IaRV4uUNDp57cdKidfGrTCd2bfAuYZ8Mge4LFJ222at5Qp2GSB-DWOazbsMOfqs/nRweqcgy37nzf6oo3xASUJSuIagNL6aJVI0iE5ntqgw),50600,2786002,26,2020-06-02,2023-08-07 1:25am,$1 - $10
rec62K16BbyVkLXwq,13,Trey Zo & Rappy Boy,H-5kSLGvQjgVnpA89dWAYhSw_IBsqP2AJ53DUCdJVLlaXcSvaXpQvdQxMFhyfSkzb7AU9DwtxA=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/wDVGN8ddh_2pyAv1CT0H7A/OieGG_ydEVo2UaHPtr8DpCAzp0fQelWv24v36WjTAzFnggedFB3Kq8_eq5M2fauumgjbP97rCW2FjbYA0fEIUNAYS0DLa_A631xi8_j15FiV7FVJ77mxoL16zYT6yjUBkAXPKscGBsSBGmV_EJNEDERGPeh0dSwQSxkNszMDxpRrrmBcE9y2t19cJGBxMONUFIQYOfVdSylJbmV4vnEWJg/jC_U_eXEvX7o5Vji2QCeizKRvhtJKnyvT3zLUR7pQbI),46700,3339342,21,2016-02-19,2023-08-07 1:25am,$0 - $5
recyKw3nG4iWtRWs1,14,Mista champagne,dQh0ts78pMRp8ZU7yoDJ7m8_zEfwzYtkU4sRHDdWqPJFhqLKySM3JbN90tXBhdoRqGj7qH1k=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/hlZUXU010UhxrGiFsCHwkQ/wr66FLiMFbQOZvHC1mGks4v-6HEHrXe-YHxwkhpL_V3urKc3EE2TjAL8fd1_j1DJwa73s_PZyus7-vrdN17XMU-mjmFPyQwjC3-amCls2LAt-eIUgQN8ExSGrntTN2rJrtnSqh5VNuLFTJvP6b2vlvIo1wwsAS8rvj2n-03aXzoY6_dLBntQeSppr9y0dm-Y7xUYXe9vTNfdYujFOL7leA/c8r6YbXlDGuol8D5gHUEALdwVZKNHbU1LILcKPIx4og),41600,1913176,208,2019-04-25,2023-08-07 1:25am,$0 - $5
recYs2bNJS5NX0b5s,15,R-Flow The Raincoat ,EbFhmrL2AsOSMMX3ksJvtTAz_dskNvNTBTQweFG6dWRUl-B1MJpeTuJhxD3yYl8e_p9_Tp1j=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/7-afIEsc63b3ABZBcZSnFA/f1esjzN5MZXv5WSgmdSp5CSMW-aOPhjRQi3tN6PfgUeAkOGrPRnV1DCZRwCYSAYSC3Fvn7GNes__ovAjUaJcAgutN_S15V-yFTqWxeCAoHej2-rKY8ASMST4MmZfpGgpu89e2gONKshBVo6f60mOKH20BM8BWM5v4eip03yuGBWP1BzwGsm7dm9zgD8iBW6DK3COgFKa3fL_xX9qU6P1BQ/smxbIedIOlD3Gj1p7sBBUdFQqTRkfkl-e-H9gc2h430),40100,1699427,19,2019-03-21,2023-08-07 1:25am,$0 - $4
recGthF0Pa4IWuxS5,16,Mo'W Kanzie Official,AOPolaQeS_IZymjiwfO-Tk1I1PS33sZMT4MwSSkB9JDG5Q=s88-c-k-c0x00ffffff-no-rj-mo (https://v5.airtableusercontent.com/v1/19/19/1691496000000/sNjQPpOzRhDGeaQDoInYIg/Qr6poX5I-07piasG0yPDDYsFfysyw-WNhY5Ov5ZRopZ3ep6ESoi0FXIDLnsNyXrZ8gmEZqfgGxfPQoTI6I5i0YGQJy1TjMr9EZSQpPF6RRrVG0htp8zGBcMdXMEUMxPTIZ3Y7adl7OajAfXyJ7KOm6u1_gBemadgFMVaChUrs1Sang56qt_sJ8fbLjs0dEU3/-YqI_DTfsk2SO-Z-OXsSnWNO0QrXC2MmY7bEPGtRSew),36600,1712928,57,2014-07-27,2023-08-07 1:25am,$0 - $2
rec2RCdzlRbir8EqE,17,Esther Nish Official,5KT48SH_f1wD_g6LR8lu1euZoZISibXu2aInWAohOy-oGCA5aqImhw5gRs9nIYdr_kCsz3qwqQ=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/7CTTNZCZaBSIe6GIORyIjg/58AK-qpS_yCkw_TfF0tp_Bky2tEG4hqNOf2tVHzVVCV-2dtioPaHFf-YiuY3III4zos60Up1zwn-1kXkpcMpL0kiL8EKTjm3SxmX7bAj3fl7Cai5HU6eJfdAO-ljjrO7eLAynNrPlCoplhXK-Qzd5Ys0_jVz-cdXyElDPXt4zcJBj7ROnkeqd6dOXdhRxaP44W-6XaJSuIR3SUnd2MJ8tA/09IwSXZAcB_NLJcGU6iswn3sO5RC0YANeZ7UtxyJfSM),32600,1381869,34,2018-08-14,2023-08-07 1:25am,$0 - $3
recEMKy7Cv5cxqeRE,18,Vichou Love,_XpQIh4k2Ug7NLo7XnG_L_KyJYfkui1zuubDPnsF8AZWb1eb7zCRw4OjHTLgBlTYyM2b_XzqIRc=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/zmtn3la78Pv3mqR67djhpg/VIKjzUp5MxqU-4tL5OsUxY8adac_D4YIanEBcZ4kaFXWHXoeuDbDfSaN3_8YDYwqOWaKYkeYEDZlJtUAoq14NQnAixc5ob8d3E9EztL3swtTFAvZoLtexYq48qnANU97KRH3PK8YggEYBC65tJcjazMelqBNnHFelnTi93k1sMjgSTDcxY9WhwEKE2rriXjXJu38CsWLMzu4FfH3tlEuUw/Of8H7BvAsPY6AB1rDUtuTdOvjz4YSab9hVslfMj1P8I),31800,1803513,68,2017-07-02,2023-08-07 1:25am,$0 - $3
rec1MLuSz0SFzV6Qc,19,El Pro Burundi,AOPolaSZ6aX5jDZL7UQBoyaSQ0qLTffX3C75OHUttmgU=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/BFNowXZJOZtFt_9QspgOOA/Ezbjo4NIVzQS4QeZAN-N3VtLuhu8jKilNoGZL9Y98PLgCkr5dDu_dYSm6MMgPOpjNguDRdZhAkdc_TzfUaoBQa04ibHf39krrGOYSbFCRMI4_cheuOxoiGb_SPbqxh5eREvrLs-dmcN8XyHnMlvceZdB3j_nj_ZtiZm4RklyqZA/bzzEwV14gbzp1g_axKPatjPTGrW8E_BZ1sTcdPIUcIE),29800,960437,18,2015-11-03,2023-08-07 1:25am,$0 - $1
reczBKc8rMxX3JZQz,20,LinoG Umvukuri,XDg-iAFnqqypvS4sAvyfzCUlyIJ0ov6mT4bhAyqpaGg_XWBT0g4Hvds4XxUh4w6lE5YryQKrVg=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/V0ZGZwkJnZfkuhHjdFMuIA/g8VnUV4jzytiahDSCmo5Csfl6Q6XfliikQBWkZeGUSNjUUR9UynjHWgq7JJmxvPrLrPhI3tkRjoBrs_iP4AKz65SF4-GiBjOjjZ8Jvpn2jxNbyfQ02Dau1s2rLqpRgU1ZIGZpNFslzgyFH-3d8qKZSSnuJeQbdFbIQnXUO8qux0XR80gYIqzoN2IM4kV0IIvP-RWRc5GlD1zDtsKseFDJg/Sg3Icqb_A0NM6Wf3ngexIMzRhg0b_amdVyA-jdLX8lg),29700,1216420,10,2018-02-05,2023-08-07 1:25am,$0 - $2
recVXWD9jWu3c9Nzs,21,Berry Music,wHwcWIow-LEznGCPthBFpe_0YzAYvNsy86hQoHrp72X4g8IocUcwB4wM8p4-9-kae_Fa3c0f=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/i60HRF4AgzWI7eph8q55OQ/66rFTVxokkLWG7kjh3iOThkptQ_XDGxFeBvG3uOu8CMq_Qh50drnchA_5TD1JRTmeRBGx77ilj_nNnEqB_cp0wbG6ZIMVsWNiRpR0XmEsymeEdoRg6ug1dPSj_7ZE5YzM8RMyieyD1URKn0jeMzl1rx05LNFTwaauEnITxCDgMAPDuVuoY5oatW_qYyCMD7Dc2v__feBQDVbGeJ9StVEJg/QaMTP4PSBiZ3AWtfpZn6Y8_IxFpcauOT2z6mI0AIESA),28700,1432607,7,2020-06-20,2023-08-07 1:25am,$0 - $5
recyWNIr2MKvipdNB,22,Masterland,GnhIQQrIlNhv2KRyJ0QCPcXhl5F4ErrA8St4ikdduZ5F0K1Al3CwUxie0cf3pKpJ8FZUQ8rqQeM=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/vEPw3lkWe2I5gZfAX2Da0A/EBWyLc41M8JNOGAK9FYye2xf1G1xfIJICrDEN3AfrTm8535BTZr0w17eiSkcXQiP2d3xTIUbwe4TY_Eq-cqjNTWr-wJB9i-Xm6OTEwM9I2PXyenbGTFj9E_6_ip4di5Fa2oDYM5x3hpxkPnbDpvKwZHg8wwhpTjXfmE6s7MZByAwF9id9rsVwxOYyFbS7fb3rMbdt9IH1vRJJYxVxBzCsA/1JTuNPXTsCiHBh01nuHTGft7Zpgd3rCsHiklANID2QU),27700,1444196,62,2013-07-17,2023-08-07 1:25am,$0 - $2
reczFdA6YDOBtskOr,23,Theecember,4GeiYFHhw7T1IpmUUciV3LlBDaTx6NenwtMoNn4os2QoOXVzGC8pbIJkOlXiTV9ysCHgQez7IA=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/IsXZpgjCjJ9FTVT3Lnw5Jg/7uEeMlbJmfgdNW9_ewndqNJ2OYQACexQNrPFiK59Rx7V49u44_fEVqj70AdKpq3V1HfB_eDfdCl7N71u0wpWk3ImbiklZQp9Zt-G_xHcRfO-ECZpOVZOF-OUcIaM2-C1eHtWxqRYG6s1_rUnLpEtPIRwbQIstGveQW9_FQXc821s8rAtaTQYNNLjWle1NAVQui4XXVskz6kTiZx_pX50ew/ZsnNHXOjHdbZOm8clQX37RrQ7-tGxYrv7sGuZTlf8AY),26000,1616789,16,2018-08-03,2023-08-07 1:25am,$0 - $4
recAlikXaGlLCctTo,24,Meili Official,Uf_uO2AsXre8FTE1PobuHdhX31t-qtY7Qipwn6alILYwGVte7j508y_iq9ZQJqHcb3pnXYvK=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/d1Ze9n2JJeceX3dVg8rXjA/DDlRmt8H9h8MhHgqbpx5R7hZMX7ixlYI1vxRoU0ogkYHnhN48Sz5cSaK2vvAEwKRRvMU5u0YsXbQg5Hbrc-sYuPdzTLecm-ggiT4ffr6WnJydbAKmAMbPyjka_xGBSIZdWZHYXFVAQ92TA23HfyUCgp5E7EXV0-vose1kJuey6obzsDQ00uUaJWOncKHM4KE6d55KP1hahhlMFccGhs5ZA/XNSj-BSBkcshUk8RiCElRm6h_Rh-H4wcpYqDARRi5dc),25000,971959,12,2015-08-11,2023-08-07 1:25am,$0 - $1
recf0AgihNIu58rXv,25,Yoya Jamal,6670ZD2-S4hg8HKiBk4iz7C9lUpBGXa_DnbkAQnXWAAe6Pvbfg8YWGfrQzflPr3ggxLaBCawSwg=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/46VU8IxVE6jAu9cyq_hclA/ZGfPWSI8cAB1g-bhHZ76kJwLP-N8V_rwMbKRyCRn9APSfdjYmX5tL18cvyXgRBgA0Za9mOdKeVW6-rAPiX02R2PEdi4eTswa97Pyhfb7WY0kmP9xNIwd-8OFaQmPNt3V7rLgWaN1ebj6eFDaQvNwAojBC9TXZ7m5ZG7YBhoV2GEJ8pTN9oyZANyTX_Ba3O0Ykqscfd0OB0OmmTj0GnuYBA/guNk3r56utrvkS_2oZLq7XEAiJHli-HiYnaBxC_lFdI),22500,1274980,11,2016-06-02,2023-08-07 1:25am,$0 - $2
recmLjcHOYyortPO6,26,Vania Ice,UpUbJCQNsBTc8oO1nToCpugQ01-E3atLtwGImX7jJsY2jN0jJslMEoCZsS4ozosMS0-hLFIuvg=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/F1EGd2RavmoKfgT2lz8BhQ/65QnokauO1haKKkoWy4vTomKb7t-9ckhJnCMyfuv8aNZqBuhGgaa4iHS5HPE99ojuq0fYap-TNctHzcHXUf-vmhjdSG8NO_mrXFb7ctoDmEsK2elUptPXbKUDPCS0-sY3OVDG0XFkj0ZJSa8ojknTIn5PC9z8Dw-tuwIvZxKml9AImM4rzW6o9zcjazbnmY9BZIASm7p-tGs5QkxMfemKA/j6pM2d3YA9jg3gbbMGQFxtI6Vvm6xXjduf82MUB7NXg),15000,502710,8,2018-12-01,2023-08-07 1:25am,$0 - $1
reccSr80yoWUYfSCS,27,Monia Fleur,jX2xP7zYqFTglQdTNkI3NdkLJ0bm2PC_CaFQ3v5zpd6-oMvvQyfJO954o6wICz6o_0FH813njA=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/vtEg4vjrpx0K3me7RvqdwA/b1xGwf7HOFWhIy-65VG12IaMnjT0UYsMCVC43veJPcxa9X6dFN5WaGAPbvFG4YzXFGbLPDhmLkP7FTjxah7kQogMY0V400HVPDhCfKdZ_P184-0kxjpKivGO6XK4Bh-8i5vYQ3nPH4BFKdCN605Wx8Qho6siUmLXOqQNuHgKD9u0JsmIMCx47Nsn_HhLGetxbDTsN6kdvYuDMq3UMx5NzQ/C5Rq3q5J6lA2o-nwl77LIJN1PlFavfg1aDBDRXPUTmo),14900,619668,4,2022-08-26,2023-08-07 1:25am,$0 - $7
recWuOUfShtRddTq5,28,Miss Erica,g69PUpghy7_tBUK4WP57IoOfMabR4XWW-wiLZpkmdl8o1TzZnFnr9pAUQAbh33ZmGecGjghKZ_M=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/iuBdHq0nn61TOI7zQzv_6w/kk82lYFRH3HxquQkhYb8KbjtDn9UQ1zUYnf391hbrBXsvtgBqipXQtscb5xm-yNaSucge--PBjBcsqHUuGWA0avF54vni2QpQxRrm1YPx9T7YB5A61LNS5gWe134RJaGfZJeVnfOWqBf6KoLkspQ58_WgI26AL09-oLfiyI9mGr8DbC4gZDh6fwGr1oq45g_xUbIZxPrOT9S6Lfc77fxig/Ul8HEcs2Jqj41d--1OlvI1HpoTGp1CHa8gDQMg0uHGk),12700,423833,7,2018-10-19,2023-08-07 1:25am,$0 - $1
rec6EaZEHdEoReZOU,29,RACK,1caf1Hl4j-AcGUAGsHnO1FgxHA2n1uF1QKW9UKcAKgzGMDkXLmSZI9AcBlTXhuggT7W2rvwU=s88-c-k-c0x00ffffff-no-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/YWaChsIuThgPde_OcxXchg/T7IIFsl7M6AHgcy0XhdwwlEeOEsGgebVaakMOG8eRF5O8JJX8KjbQuimoXxIfzgTOUkTsMyeiEbLISpoiylO56C5Wu_eeB7OI7eI1T1h-oulV-bSr81V3pfrqFgbfRmUk4UNe2-hMpdms9fOq7wNQAoCrcenJ1VsuQLOKcauAnGNDdp1PRneFgkqFnL-IjmedIN_lTCvZCnt_uvn_i1hQA/L2lJyjf8l4EQ2YLCA7j8VLE2r1c2wF9ZTS46MgfjMi0),10000,402130,7,2018-01-30,2023-08-07 1:25am,$0 - $1
rec0d2C8GFLPDaNhH,1,Sat-B,cK8VmGVSsDxab8Kf6oFd9YxCtiNHgr612NqqQzxuAtHcBZSCIHTcAdToyNAjC-UJTgZpVkiVMA=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/mo4NvZRk7RFzc3GEnYvstg/GM7PD2db7vafmK0XBQtw-6gB0DUSLjnyE7uXmx6BPtY9IRGZ6trYQwk_EE-YyNYMJmMW7mrpGWmnrdd38EVdNifIQpthAHB6J0jySrM169Zar95iYRO80QLkku4djSJGoxJPm4S2uaLV-mbzeh0flgB0-dE3AnEgewVo1ubrS1Roe9Sb7zx_r9xLXg80wNi-y-AxHCm_CHA379jPoFD1Bw/RYSC8C8RFhfvXKpw2TsShEYTZALjSnqkQupmHgYkYA0),216000,18954175,112,2014-09-24,2023-08-08 1:22am,$1 - $23
recfzROEmtSZU1ur1,2,Big Fizzo Official,TOvNpl0id1EG5kwqnifqVdMJL57s5gWfVVafm5a9y4MfRYpDZ8p_6MOoRPXmjQk3uY1ur2lk=s88-c-k-c0x00ffffff-no-nd-rj (https://v5.airtableusercontent.com/v1/19/19/1691496000000/MxEFEMdNrjr8sId41IRzHQ/FoY_ouEYnk9s8t0eMZja0cG0xAxCb1O3JhqnHh4d0s-4YNmJjhidpUEMtIME7Ju-SJaJJs1jQG-W_AtoFl3BVCIWUSEWDkcI94fnDcuH7FYRbMDJoKHCuiV7XjJp6VHD8SoV2KZHoSEOItM8cWDm912NtSdwMyy8hs_IA56dvCeEAGSzXfzgfPzxCZldzpmwhYJWA3vf1xLJIPUT32GTKw/-7zCe0vjmNWjdOlbrAcdp3M52I5HCqVWyxfvcL27Ti4),130000,7253229,95,2016-04-08,2023-08-08 1:22am,$1 - $11
